,Label,Message
1045,nonfinancial,"Come round, it's . "
1046,nonfinancial,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
1047,nonfinancial,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
1048,nonfinancial,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
1049,nonfinancial,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
1050,nonfinancial,Are you available for soiree on June 3rd?
1051,nonfinancial,Do u noe wat time e place dat sells 4d closes?
1052,nonfinancial,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
1053,nonfinancial,Jay's getting really impatient and belligerent
1054,nonfinancial,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
1055,nonfinancial,I'm at work. Please call
1056,nonfinancial,Then u drive lor.
1057,nonfinancial,Ard 515 like dat. Y?
1058,nonfinancial,Tell me they're female :V how're you throwing in? We're deciding what all to get now
1059,nonfinancial,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
1060,nonfinancial,I'm working technical support :)voice process.networking field.
1061,nonfinancial,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
1062,nonfinancial,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
1063,nonfinancial,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
1064,nonfinancial,"That's fine, I'll bitch at you about it later then"
1065,nonfinancial,No my mum went 2 dentist.
1066,nonfinancial,Once free call me sir. I am waiting for you.
1067,nonfinancial,Meeting u is my work. . . Tel me when shall i do my work tomorrow
1068,nonfinancial,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
1069,nonfinancial,Jus finish bathing...
1070,nonfinancial,"alright, I'll make sure the car is back tonight"
1071,nonfinancial,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
1072,nonfinancial,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
1073,nonfinancial,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
1074,nonfinancial,Aight ill get on fb in a couple minutes
1075,nonfinancial,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
1076,nonfinancial,Where can download clear movies. Dvd copies.
1077,nonfinancial,"Yep, by the pretty sculpture"
1078,nonfinancial,Convey my regards to him
1079,nonfinancial,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
1080,nonfinancial,You tell what happen dont behave like this to me. Ok no need to say
1081,nonfinancial,Can u get pic msgs to your phone?
1082,nonfinancial,Send to someone else :-)
1083,nonfinancial,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1084,nonfinancial,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
1085,nonfinancial,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1086,nonfinancial,I don't think he has spatula hands!
1087,nonfinancial,You can never do NOTHING
1088,nonfinancial,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
1089,nonfinancial,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1090,nonfinancial,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
1091,nonfinancial,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1092,nonfinancial,Where r we meeting?
1093,nonfinancial,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1094,nonfinancial,Now only i reached home. . . I am very tired now. . I will come tomorro
1095,nonfinancial,Ryder unsold.now gibbs.
1096,nonfinancial,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1097,nonfinancial,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1098,nonfinancial,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1099,nonfinancial,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
1100,nonfinancial,You busy or can I come by at some point and figure out what we're doing tomorrow
1101,nonfinancial,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1102,nonfinancial,Black shirt n blue jeans... I thk i c Ì_...
1103,nonfinancial,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1104,nonfinancial,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
1105,nonfinancial,on hen night. Going with a swing
1106,nonfinancial,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1107,nonfinancial,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1108,nonfinancial,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
1109,nonfinancial,S s..first time..dhoni rocks...
1110,nonfinancial,Ok ill tell the company
1111,nonfinancial,"Awesome, think we can get an 8th at usf some time tonight?"
1112,nonfinancial,So that means you still think of teju
1113,nonfinancial,"No I'm good for the movie, is it ok if I leave in an hourish?"
1114,nonfinancial,No no:)this is kallis home ground.amla home town is durban:)
1115,nonfinancial,So lets make it saturday or monday as per convenience.
1116,nonfinancial,Hey... What time is your driving on fri? We go for evaluation on fri?
1117,nonfinancial,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
1118,nonfinancial,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1119,nonfinancial,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1120,nonfinancial,Cancel cheyyamo?and get some money back?
1121,nonfinancial,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1122,nonfinancial,Ok.ok ok..then..whats ur todays plan
1123,nonfinancial,Good morning princess! How are you?
1124,nonfinancial,Aiyar sorry lor forgot 2 tell u...
1125,nonfinancial,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1126,nonfinancial,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1127,nonfinancial,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
1128,nonfinancial,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1129,nonfinancial,"So check your errors and if you had difficulties, do correction."
1130,nonfinancial,Howz pain?hope u r fine..
1131,nonfinancial,"Sorry, I'll call later"
1132,nonfinancial,Good morning princess! How are you?
1133,nonfinancial,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1134,nonfinancial,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1135,nonfinancial,K do I need a login or anything
1136,nonfinancial,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
1137,nonfinancial,LOL ... No just was busy
1138,nonfinancial,What * u wearing?
1139,nonfinancial,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
1140,nonfinancial,Oh:)as usual vijay film or its different?
1141,nonfinancial,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1142,nonfinancial,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1143,nonfinancial,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1144,nonfinancial,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1145,nonfinancial,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
1146,nonfinancial,Babe ? I lost you ... :-(
1147,nonfinancial,Ok... Help me ask if she's working tmr a not?
1148,nonfinancial,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1149,nonfinancial,Not a drop in the tank
1150,nonfinancial,(That said can you text him one more time?)
1151,nonfinancial,"Sorry, I'll call later"
1152,nonfinancial,Ok i go change also...
1153,nonfinancial,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
1154,nonfinancial,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
1155,nonfinancial,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
1156,nonfinancial,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
1157,nonfinancial,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
1158,nonfinancial,Hey! There's veggie pizza... :/
1159,nonfinancial,Yun buying... But school got offer 2000 plus only...
1160,nonfinancial,You sure your neighbors didnt pick it up
1161,nonfinancial,K. I will sent it again
1162,nonfinancial,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1163,nonfinancial,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1164,nonfinancial,Well. Im computerless. Time to make some oreo truffles
1165,nonfinancial,"Haha yeah I see that now, be there in a sec"
1166,nonfinancial,I am not having her number sir
1167,nonfinancial,Lol now I'm after that hot air balloon!
1168,nonfinancial,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1169,nonfinancial,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1170,nonfinancial,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1171,nonfinancial,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1172,nonfinancial,Happy new years melody!
1173,nonfinancial,ÌÏ dun need to pick ur gf?
1174,nonfinancial,Yay! You better not have told that to 5 other girls either.
1175,nonfinancial,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
1176,nonfinancial,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
1177,nonfinancial,Just nw i came to hme da..
1178,nonfinancial,"I'm outside islands, head towards hard rock and you'll run into me"
1179,nonfinancial,To day class is there are no class.
1180,nonfinancial,I'm in chennai velachery:)
1181,nonfinancial,You flippin your shit yet?
1182,nonfinancial,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1183,nonfinancial,Am i that much bad to avoid like this?
1184,nonfinancial,"Yo, you around? Just got my car back"
1185,nonfinancial,Annoying isn't it.
1186,nonfinancial,"Goodmorning, Today i am late for  &lt;#&gt; min."
1187,nonfinancial,There's no point hangin on to mr not right if he's not makin u happy
1188,nonfinancial,All will come alive.better correct any good looking figure there itself..
1189,nonfinancial,In that case I guess I'll see you at campus lodge
1190,nonfinancial,We're done...
1191,nonfinancial,Come to my home for one last time i wont do anything. Trust me.
1192,nonfinancial,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
1193,nonfinancial,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
1194,nonfinancial,Ok... C ya...
1195,nonfinancial,You have 1 new voicemail. Please call 08719181503
1196,nonfinancial,What he said is not the matter. My mind saying some other matter is there.
1197,nonfinancial,He also knows about lunch menu only da. . I know
1198,nonfinancial,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
1199,nonfinancial,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1200,nonfinancial,Otherwise had part time job na-tuition..
1201,nonfinancial,I know she called me
1202,nonfinancial,"Me also da, i feel yesterday night  wait til 2day night dear."
1203,nonfinancial,Thanks for understanding. I've been trying to tell sura that.
1204,nonfinancial,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1205,nonfinancial,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1206,nonfinancial,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
1207,nonfinancial,I need you to be in my strong arms...
1208,nonfinancial,Also maaaan are you missing out
1209,nonfinancial,His bday real is in april .
1210,nonfinancial,Guessin you ain't gonna be here before 9?
1211,nonfinancial,Ok then i will come to ur home after half an hour
1212,nonfinancial,"Yo, the game almost over? Want to go to walmart soon"
1213,nonfinancial,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1214,nonfinancial,I'll text now! All creepy like so he won't think that we forgot
1215,nonfinancial,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
1216,nonfinancial,You have 1 new voicemail. Please call 08719181513.
1217,nonfinancial,"Damn, can you make it tonight or do you want to just wait til tomorrow"
1218,nonfinancial,K..k..i'm also fine:)when will you complete the course?
1219,nonfinancial,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1220,nonfinancial,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1221,nonfinancial,Prakesh is there know.
1222,nonfinancial,Teach me apps da. When you come to college.
1223,nonfinancial,Rofl betta invest in some  anti aging products
1224,nonfinancial,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1225,nonfinancial,"sir, you will receive the account no another 1hr time. Sorry for the delay."
1226,nonfinancial,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1227,nonfinancial,So Ì_'ll be submitting da project tmr rite?
1228,nonfinancial,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
1229,nonfinancial,Jus ans me lar. U'll noe later.
1230,nonfinancial,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1231,nonfinancial,have got * few things to do. may be in * pub later.
1232,nonfinancial,1's finish meeting call me.
1233,nonfinancial,Lol ok. I'll snatch her purse too.
1234,nonfinancial,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
1235,nonfinancial,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1236,nonfinancial,How much are we getting?
1237,nonfinancial,Is ur paper in e morn or aft tmr?
1238,nonfinancial,"Dear relieved of westonzoyland, all going to plan this end too!"
1239,nonfinancial,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1240,nonfinancial,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
1241,nonfinancial,"I want to show you the world, princess :) how about europe?"
1242,nonfinancial,Nobody can decide where to eat and dad wants Chinese
1243,nonfinancial,No shoot me. I'm in the docs waiting room. :/
1244,nonfinancial,Now? I'm going out 4 dinner soon..
1245,nonfinancial,Hello which the site to download songs its urgent pls
1246,nonfinancial,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
1247,nonfinancial,Horrible gal. Me in sch doing some stuff. How come u got mc?
1248,nonfinancial,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
1249,nonfinancial,"I call you later, don't have network. If urgnt, sms me."
1250,nonfinancial,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1251,nonfinancial,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1252,nonfinancial,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1253,nonfinancial,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
1254,nonfinancial,What your plan for pongal?
1255,nonfinancial,Just wait till end of march when el nino gets himself. Oh.
1256,nonfinancial,"Not yet chikku..going to room nw, i'm in bus.."
1257,nonfinancial,Am also doing in cbe only. But have to pay.
1258,nonfinancial,Honey boo I'm missing u.
1259,nonfinancial,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
1260,nonfinancial,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
1261,nonfinancial,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
1262,nonfinancial,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
1263,nonfinancial,Ok. No wahala. Just remember that a friend in need ...
1264,nonfinancial,I will see in half an hour
1265,nonfinancial,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1266,nonfinancial,\Hey sorry I didntgive ya a a bellearlier hunny
1267,nonfinancial,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1268,nonfinancial,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
1269,nonfinancial,"Tee hee. Off to lecture, cheery bye bye."
1270,nonfinancial,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
1271,nonfinancial,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1272,nonfinancial,Ok...
1273,nonfinancial,network operator. The service is free. For T & C's visit 80488.biz
1274,nonfinancial,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
1275,nonfinancial,Wot u up 2 u weirdo?
1276,nonfinancial,Can do lor...
1277,nonfinancial,Dont put your phone on silent mode ok
1278,nonfinancial,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
1279,nonfinancial,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1280,nonfinancial,Oh ho. Is this the first time u use these type of words
1281,nonfinancial,Am I the only one who doesn't stalk profiles?
1282,nonfinancial,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
1283,nonfinancial,Yes i thought so. Thanks.
1284,nonfinancial,But if she.s drinkin i'm ok.
1285,nonfinancial,"Just wondering, the others just took off"
1286,nonfinancial,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1287,nonfinancial,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
1288,nonfinancial,Happy new year to u too!
1289,nonfinancial,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1290,nonfinancial,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
1291,nonfinancial,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1292,nonfinancial,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1293,nonfinancial,Happy birthday... May all ur dreams come true...
1294,nonfinancial,Aiyah u did ok already lar. E nydc at wheellock?
1295,nonfinancial,TELL HER I SAID EAT SHIT.
1296,nonfinancial,Sure! I am driving but will reach my destination soon.
1297,nonfinancial,"K so am I, how much for an 8th? Fifty?"
1298,nonfinancial,Your daily text from me ‰ÛÒ a favour this time
1299,nonfinancial,Great to hear you are settling well. So what's happenin wit ola?
1300,nonfinancial,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1301,nonfinancial,I tot u reach liao. He said t-shirt.
1302,nonfinancial,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1303,nonfinancial,I cant pick the phone right now. Pls send a message
1304,nonfinancial,Your right! I'll make the appointment right now.
1305,nonfinancial,Designation is software developer and may be she get chennai:)
1306,nonfinancial,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
1307,nonfinancial,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1308,nonfinancial,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
1309,nonfinancial,"Ok, be careful ! Don't text and drive !"
1310,nonfinancial,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
1311,nonfinancial,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
1312,nonfinancial,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
1313,nonfinancial,How abt making some of the pics bigger?
1314,nonfinancial,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
1315,nonfinancial,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
1316,nonfinancial,Why nothing. Ok anyway give me treat
1317,nonfinancial,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
1318,nonfinancial,Ok...
1319,nonfinancial,Correct. So how was work today
1320,nonfinancial,"Just sent again. Do you scream and moan in bed, princess?"
1321,nonfinancial,"I wake up long ago already... Dunno, what other thing?"
1322,nonfinancial,Oh just getting even with u.... u?
1323,nonfinancial,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
1324,nonfinancial,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
1325,nonfinancial,Yeah jay's sort of a fucking retard
1326,nonfinancial,"Sorry, was in the bathroom, sup"
1327,nonfinancial,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
1328,nonfinancial,My exam is for february 4. Wish you a great day.
1329,nonfinancial,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
1330,nonfinancial,"Aight no rush, I'll ask jay"
1331,nonfinancial,Good Morning plz call me sir
1332,nonfinancial,It's ok lar. U sleep early too... Nite...
1333,nonfinancial,"Oh... Icic... K lor, den meet other day..."
1334,nonfinancial,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1335,nonfinancial,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
1336,nonfinancial,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
1337,nonfinancial,Then she buying today? ÌÏ no need to c meh...
1338,nonfinancial,Aight sorry I take ten years to shower. What's the plan?
1339,nonfinancial,Every monday..nxt week vl be completing..
1340,nonfinancial,Might ax well im there.
1341,nonfinancial,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1342,nonfinancial,Yeah I'll try to scrounge something up
1343,nonfinancial,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
1344,nonfinancial,Were somewhere on Fredericksburg
1345,nonfinancial,Que pases un buen tiempo or something like that
1346,nonfinancial,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
1347,nonfinancial,She doesnt need any test.
1348,nonfinancial,"Nothing much, chillin at home. Any super bowl plan?"
1349,nonfinancial,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
1350,nonfinancial,Bugis oso near wat... 
1351,nonfinancial,Yo theres no class tmrw right?
1352,nonfinancial,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
1353,nonfinancial,"Goodnight, sleep well da please take care pa. Please."
1354,nonfinancial,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
1355,nonfinancial,Convey my regards to him
1356,nonfinancial,U ned to convince him tht its not possible witot hurting his feeling its the main
1357,nonfinancial,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1358,nonfinancial,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1359,nonfinancial,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
1360,nonfinancial,Yo dude guess who just got arrested the other day
1361,nonfinancial,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
1362,nonfinancial,What does the dance river do?
1363,nonfinancial,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
1364,nonfinancial,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
1365,nonfinancial,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
1366,nonfinancial,Bbq this sat at mine from 6ish. Ur welcome 2 come
1367,nonfinancial,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_"
1368,nonfinancial,Alright. I'm out--have a good night!
1369,nonfinancial,Did you try making another butt.
1370,nonfinancial,Hope you are feeling great. Pls fill me in. Abiola
