,Label,Message
6459,nonfinancial,Dear :-/ why you mood off. I cant drive so i brother to drive
4746,nonfinancial,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
260,financial,"Repair ref.no for your car is JC36862331 opened on 2014-06-03 1:34hrs,ETD of your car is 2014-06-04 20:45hrs and est.repair amt is Rs.1863 Rgds, Bimal Auto Agency"
5664,nonfinancial,"Jay told me already, will do"
7196,nonfinancial,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
5439,nonfinancial,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
4256,nonfinancial,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
5326,nonfinancial,So u gonna get deus ex?
2138,nonfinancial,U can call me now...
87,financial,Bill dated 2012-05-01 for Rs 1108 has been generated for your Reliance fixedline/broadband relationship no. 88225483. The same will reach you by 2012-05-04. Due date: 2012-05-16.
6881,nonfinancial,How's ur paper?
6406,nonfinancial,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
436,financial,"Repair ref.no for your car is JC42827127 opened on 2014-06-12 17:41hrs,ETD of your car is 2014-06-13 11:31hrs and est.repair amt is Rs.1630 Rgds, Maha Veer Auto Agency"
4274,nonfinancial,Just wanted to say holy shit you guys weren't kidding about this bud
7277,nonfinancial,3 pa but not selected.
1287,financial,Bill dated 2010-07-11 for Rs 1055 has been generated for your Docomo fixedline/broadband relationship no. 31214778. The same will reach you by 2010-07-14. Due date: 2010-07-26.
2612,nonfinancial,Wait  &lt;#&gt;  min..
3247,nonfinancial,Am i that much bad to avoid like this?
3538,nonfinancial,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
6260,nonfinancial,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
2592,nonfinancial,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
6824,nonfinancial,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
1853,financial,"Repair ref.no for your car is JC35334844 opened on 2009-12-21 8:15hrs,ETD of your car is 2009-12-22 17:54hrs and est.repair amt is Rs.1340 Rgds, Lakshmi Auto Agency"
2082,nonfinancial,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b
1905,financial,"Repair ref.no for your car is JC44515357 opened on 2011-03-06 21:40hrs,ETD of your car is 2011-03-07 2:53hrs and est.repair amt is Rs.563 Rgds, True Value"
5354,nonfinancial,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
963,financial,"Repair ref.no for your car is JC88835223 opened on 2013-07-02 8:10hrs,ETD of your car is 2013-07-03 8:34hrs and est.repair amt is Rs.1658 Rgds, Maha Veer Auto Agency"
5465,nonfinancial,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
7597,nonfinancial,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
1888,financial,Bill dated 2010-04-01 for Rs 668 has been generated for your Idea fixedline/broadband relationship no. 17773532. The same will reach you by 2010-04-04. Due date: 2010-04-16.
6805,nonfinancial,Ya very nice. . .be ready on thursday
736,financial,"Repair ref.no for your car is JC75536322 opened on 2015-03-18 12:25hrs,ETD of your car is 2015-03-19 12:56hrs and est.repair amt is Rs.2956 Rgds, Lakshmi Auto Agency"
5613,nonfinancial,"Dad wanted to talk about the apartment so I got a late start, omw now"
7573,nonfinancial,Lol they were mad at first but then they woke up and gave in.
4085,nonfinancial,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
95,financial,"Repair ref.no for your car is JC28262274 opened on 2012-11-07 16:50hrs,ETD of your car is 2012-11-08 1:30hrs and est.repair amt is Rs.2939 Rgds, Maha Veer Auto Agency"
2613,nonfinancial,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
3452,nonfinancial,Oh k.i think most of wi and nz players unsold.
1734,financial,"Repair ref.no for your car is JC71164637 opened on 2013-08-22 2:14hrs,ETD of your car is 2013-08-23 15:53hrs and est.repair amt is Rs.2010 Rgds, Maruti Auto Agency"
4920,nonfinancial,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
4867,nonfinancial,Lil fever:) now fine:)
1208,financial,"Repair ref.no for your car is JC42873161 opened on 2013-08-23 7:27hrs,ETD of your car is 2013-08-24 3:45hrs and est.repair amt is Rs.2079 Rgds, Aryan Auto Agency"
4173,nonfinancial,Lara said she can loan me  &lt;#&gt; .
4111,nonfinancial,No de. But call me after some time. Ill tell you k
531,financial,Bill dated 2014-08-29 for Rs 464 has been generated for your Reliance fixedline/broadband relationship no. 58256786. The same will reach you by 2014-09-01. Due date: 2014-09-13.
4520,nonfinancial,Onum ela pa. Normal than.
6982,nonfinancial,Re your call; You didn't see my facebook huh?
4315,nonfinancial,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
81,financial,"Repair ref.no for your car is JC63214156 opened on 2015-02-08 16:10hrs,ETD of your car is 2015-02-09 22:50hrs and est.repair amt is Rs.2684 Rgds, Bimal Auto Agency"
968,financial,"Repair ref.no for your car is JC62781222 opened on 2009-12-31 9:45hrs,ETD of your car is 2010-01-01 7:32hrs and est.repair amt is Rs.2906 Rgds, Bimal Auto Agency"
2294,nonfinancial,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
1992,financial,"Repair ref.no for your car is JC22266233 opened on 2009-11-14 9:22hrs,ETD of your car is 2009-11-15 1:38hrs and est.repair amt is Rs.1726 Rgds, Maruti Auto Agency"
4058,nonfinancial,Have you been practising your curtsey?
7303,nonfinancial,"Jay wants to work out first, how's 4 sound?"
3782,nonfinancial,"As in missionary hook up, doggy hook up, standing...|"
1514,financial,"Repair ref.no for your car is JC78542433 opened on 2011-12-13 10:17hrs,ETD of your car is 2011-12-14 21:50hrs and est.repair amt is Rs.2364 Rgds, Hyundai Auto Agency"
1220,financial,"Repair ref.no for your car is JC66663463 opened on 2013-04-28 12:28hrs,ETD of your car is 2013-04-29 9:41hrs and est.repair amt is Rs.2490 Rgds, Sarden Auto Agency"
6251,nonfinancial,Mm umma ask vava also to come tell him can play later together
7263,nonfinancial,Ugh my leg hurts. Musta overdid it on mon.
258,financial,"Repair ref.no for your car is JC22557425 opened on 2013-07-18 19:46hrs,ETD of your car is 2013-07-19 11:35hrs and est.repair amt is Rs.282 Rgds, Sarden Auto Agency"
3470,nonfinancial,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
6410,nonfinancial,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
1204,financial,Bill dated 2010-10-11 for Rs 952 has been generated for your Airtel fixedline/broadband relationship no. 32778486. The same will reach you by 2010-10-14. Due date: 2010-10-26.
7407,nonfinancial,No go. No openings for that room 'til after thanksgiving without an upcharge.
1053,financial,"Repair ref.no for your car is JC11344852 opened on 2013-07-03 5:49hrs,ETD of your car is 2013-07-04 8:53hrs and est.repair amt is Rs.1301 Rgds, Maha Veer Auto Agency"
1499,financial,Bill dated 2015-02-10 for Rs 1198 has been generated for your Aircel fixedline/broadband relationship no. 27836124. The same will reach you by 2015-02-13. Due date: 2015-02-25.
2743,nonfinancial,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
4938,nonfinancial,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2530,nonfinancial,They don't put that stuff on the roads to keep it from getting slippery over there?
6286,nonfinancial,Stupid auto correct on my phone
4242,nonfinancial,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
600,financial,"Repair ref.no for your car is JC77142356 opened on 2011-01-07 14:20hrs,ETD of your car is 2011-01-08 22:40hrs and est.repair amt is Rs.1889 Rgds, Lakshmi Auto Agency"
997,financial,"Repair ref.no for your car is JC84217535 opened on 2013-09-28 0:27hrs,ETD of your car is 2013-09-29 3:37hrs and est.repair amt is Rs.2666 Rgds, Lakshmi Auto Agency"
6837,nonfinancial,U repeat e instructions again. Wat's e road name of ur house?
1988,financial,Bill dated 2011-01-10 for Rs 409 has been generated for your Docomo fixedline/broadband relationship no. 33786137. The same will reach you by 2011-01-13. Due date: 2011-01-25.
7194,nonfinancial,Any way where are you and what doing.
644,financial,Bill dated 2012-09-12 for Rs 471 has been generated for your Aircel fixedline/broadband relationship no. 87854757. The same will reach you by 2012-09-15. Due date: 2012-09-27.
6113,nonfinancial,Ok ok take care. I can understand.
4556,nonfinancial,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
7112,nonfinancial,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
4663,nonfinancial,"Gosh that , what a pain. Spose I better come then."
1406,financial,"Repair ref.no for your car is JC56614635 opened on 2011-01-10 19:37hrs,ETD of your car is 2011-01-11 23:24hrs and est.repair amt is Rs.836 Rgds, Bimal Auto Agency"
2342,nonfinancial,Just sent it. So what type of food do you like?
3530,nonfinancial,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
4407,nonfinancial,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
7083,nonfinancial,"It's cool, we can last a little while. Getting more any time soon?"
5251,nonfinancial,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
7045,nonfinancial,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
1059,financial,"Repair ref.no for your car is JC33118654 opened on 2013-03-03 8:45hrs,ETD of your car is 2013-03-04 13:53hrs and est.repair amt is Rs.106 Rgds, Aryan Auto Agency"
4119,nonfinancial,"Sir, I am waiting for your mail."
1956,financial,"Repair ref.no for your car is JC25157471 opened on 2014-10-11 2:51hrs,ETD of your car is 2014-10-12 16:57hrs and est.repair amt is Rs.2288 Rgds, Bimal Auto Agency"
3832,nonfinancial,How. Its a little difficult but its a simple way to enter this place
1112,financial,"Repair ref.no for your car is JC37731536 opened on 2015-08-20 17:48hrs,ETD of your car is 2015-08-21 17:45hrs and est.repair amt is Rs.1370 Rgds, Lakshmi Auto Agency"
4630,nonfinancial,You in your room? I need a few
2689,nonfinancial,"Haha good to hear, I'm officially paid and on the market for an 8th"
897,financial,"Repair ref.no for your car is JC68128143 opened on 2011-12-06 11:15hrs,ETD of your car is 2011-12-07 8:35hrs and est.repair amt is Rs.1244 Rgds, Maha Veer Auto Agency"
1922,financial,Bill dated 2011-06-16 for Rs 263 has been generated for your Vodafone fixedline/broadband relationship no. 82728888. The same will reach you by 2011-06-19. Due date: 2011-07-01.
3041,nonfinancial,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
2747,nonfinancial,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
2123,nonfinancial,Yes..gauti and sehwag out of odi series.
2880,nonfinancial,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
1315,financial,Bill dated 2011-04-17 for Rs 908 has been generated for your Airtel fixedline/broadband relationship no. 81584577. The same will reach you by 2011-04-20. Due date: 2011-05-02.
2970,nonfinancial,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
1660,financial,"Repair ref.no for your car is JC11275353 opened on 2010-07-28 20:19hrs,ETD of your car is 2010-07-29 14:39hrs and est.repair amt is Rs.2836 Rgds, Aryan Auto Agency"
2973,nonfinancial,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
1619,financial,Bill dated 2014-10-20 for Rs 899 has been generated for your Jio fixedline/broadband relationship no. 51885828. The same will reach you by 2014-10-23. Due date: 2014-11-04.
3857,nonfinancial,You bad girl. I can still remember them
7211,nonfinancial,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
3228,nonfinancial,Well. Im computerless. Time to make some oreo truffles
6602,nonfinancial,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
795,financial,Bill dated 2014-01-20 for Rs 681 has been generated for your Jio fixedline/broadband relationship no. 83365458. The same will reach you by 2014-01-23. Due date: 2014-02-04.
5413,nonfinancial,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
2121,nonfinancial,"Sorry, I'll call later in meeting."
7482,nonfinancial,So how are you really. What are you up to. How's the masters. And so on.
1087,financial,Bill dated 2012-12-27 for Rs 1048 has been generated for your Aircel fixedline/broadband relationship no. 41667475. The same will reach you by 2012-12-30. Due date: 2013-01-11.
7008,nonfinancial,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
7096,nonfinancial,"* Was really good to see you the other day dudette, been missing you!"
6298,nonfinancial,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
4433,nonfinancial,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
333,financial,"Repair ref.no for your car is JC21577851 opened on 2014-04-14 6:42hrs,ETD of your car is 2014-04-15 21:46hrs and est.repair amt is Rs.1268 Rgds, Maruti Auto Agency"
4544,nonfinancial,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
7307,nonfinancial,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
4834,nonfinancial,No problem. Talk to you later
5181,nonfinancial,R u saying i should re order the slippers cos i had to pay for returning it.
4690,nonfinancial,Unni thank you dear for the recharge..Rakhesh
3348,nonfinancial,But if she.s drinkin i'm ok.
532,financial,Bill dated 2014-11-07 for Rs 914 has been generated for your Docomo fixedline/broadband relationship no. 41176316. The same will reach you by 2014-11-10. Due date: 2014-11-22.
7325,nonfinancial,I absolutely LOVE South Park! I only recently started watching the office.
815,financial,Bill dated 2011-12-08 for Rs 269 has been generated for your Idea fixedline/broadband relationship no. 15158165. The same will reach you by 2011-12-11. Due date: 2011-12-23.
2375,nonfinancial,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
272,financial,"Repair ref.no for your car is JC42687573 opened on 2015-04-28 21:27hrs,ETD of your car is 2015-04-29 22:10hrs and est.repair amt is Rs.571 Rgds, Bimal Auto Agency"
3838,nonfinancial,"Its ok chikku, and its my 1 of favourite song..:-)"
6075,nonfinancial,Discussed with your mother ah?
1020,financial,Bill dated 2013-11-01 for Rs 188 has been generated for your Docomo fixedline/broadband relationship no. 41736745. The same will reach you by 2013-11-04. Due date: 2013-11-16.
5537,nonfinancial,", how's things? Just a quick question."
620,financial,"Repair ref.no for your car is JC67327381 opened on 2013-01-18 12:41hrs,ETD of your car is 2013-01-19 21:39hrs and est.repair amt is Rs.2138 Rgds, Lakshmi Auto Agency"
1352,financial,Bill dated 2015-08-03 for Rs 1172 has been generated for your Bsnl fixedline/broadband relationship no. 32735882. The same will reach you by 2015-08-06. Due date: 2015-08-18.
5771,nonfinancial,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
6738,nonfinancial,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
5179,nonfinancial,Uncle Abbey! Happy New Year. Abiola
2959,nonfinancial,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
1151,financial,Bill dated 2011-05-09 for Rs 879 has been generated for your Jio fixedline/broadband relationship no. 17822322. The same will reach you by 2011-05-12. Due date: 2011-05-24.
880,financial,"Repair ref.no for your car is JC12766317 opened on 2011-06-18 23:17hrs,ETD of your car is 2011-06-19 22:31hrs and est.repair amt is Rs.1957 Rgds, True Value"
6228,nonfinancial,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
869,financial,Bill dated 2012-01-06 for Rs 457 has been generated for your Vodafone fixedline/broadband relationship no. 83621636. The same will reach you by 2012-01-09. Due date: 2012-01-21.
6484,nonfinancial,Still at west coast... Haiz... ÌÏ'll take forever to come back...
2635,nonfinancial,Do you know where my lab goggles went
5002,nonfinancial,Are you ok. What happen to behave like this
1046,financial,Bill dated 2015-04-20 for Rs 519 has been generated for your Idea fixedline/broadband relationship no. 34566464. The same will reach you by 2015-04-23. Due date: 2015-05-05.
6336,nonfinancial,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
7503,nonfinancial,Hey i've booked the 2 lessons on sun liao...
1751,financial,Bill dated 2009-11-19 for Rs 230 has been generated for your Idea fixedline/broadband relationship no. 78766531. The same will reach you by 2009-11-22. Due date: 2009-12-04.
6169,nonfinancial,K then 2marrow are you coming to class.
268,financial,"Repair ref.no for your car is JC33512451 opened on 2009-10-07 22:35hrs,ETD of your car is 2009-10-08 0:25hrs and est.repair amt is Rs.1787 Rgds, Bimal Auto Agency"
7227,nonfinancial,Ok leave no need to ask
732,financial,Bill dated 2011-03-29 for Rs 644 has been generated for your Idea fixedline/broadband relationship no. 12553272. The same will reach you by 2011-04-01. Due date: 2011-04-13.
6058,nonfinancial,R u in this continent?
1463,financial,Bill dated 2012-06-19 for Rs 1075 has been generated for your Docomo fixedline/broadband relationship no. 74717464. The same will reach you by 2012-06-22. Due date: 2012-07-04.
499,financial,"Repair ref.no for your car is JC46578125 opened on 2014-07-21 22:14hrs,ETD of your car is 2014-07-22 2:44hrs and est.repair amt is Rs.901 Rgds, Sarden Auto Agency"
3334,nonfinancial,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
4285,nonfinancial,I notice you like looking in the shit mirror youre turning into a right freak
7304,nonfinancial,"Gud gud..k, chikku tke care.. sleep well gud nyt"
4806,nonfinancial,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
274,financial,"Repair ref.no for your car is JC67182651 opened on 2013-08-09 1:37hrs,ETD of your car is 2013-08-10 21:40hrs and est.repair amt is Rs.173 Rgds, Bimal Auto Agency"
3008,nonfinancial,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
211,financial,"Repair ref.no for your car is JC63238661 opened on 2015-05-06 7:29hrs,ETD of your car is 2015-05-07 8:16hrs and est.repair amt is Rs.2847 Rgds, Aryan Auto Agency"
3097,nonfinancial,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
147,financial,"Repair ref.no for your car is JC42781515 opened on 2013-03-09 20:50hrs,ETD of your car is 2013-03-10 10:58hrs and est.repair amt is Rs.1127 Rgds, Maha Veer Auto Agency"
3133,nonfinancial,Jus finish bathing...
7055,nonfinancial,I'm hungry buy smth home...
3035,nonfinancial,"Haha awesome, omw back now then"
6117,nonfinancial,dont make ne plans for nxt wknd coz she wants us to come down then ok
7513,nonfinancial,"Latest News! Police station toilet stolen, cops have nothing to go on!"
7023,nonfinancial,I want  &lt;#&gt;  rs da:)do you have it?
7394,nonfinancial,Dude im no longer a pisces. Im an aquarius now.
4216,nonfinancial,Hi kindly give us back our documents which we submitted for loan from STAPATI
3543,nonfinancial,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
7357,nonfinancial,I donno its in your genes or something
5945,nonfinancial,Short But Cute: \Be a good person
4958,nonfinancial,Went to ganesh dress shop
7634,nonfinancial,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
3320,nonfinancial,"Not yet chikku..going to room nw, i'm in bus.."
3864,nonfinancial,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
6596,nonfinancial,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
449,financial,"Repair ref.no for your car is JC51574487 opened on 2012-11-04 9:11hrs,ETD of your car is 2012-11-05 0:34hrs and est.repair amt is Rs.1912 Rgds, Lakshmi Auto Agency"
6433,nonfinancial,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
2529,nonfinancial,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
4491,nonfinancial,Do you think i can move  &lt;#&gt;  in a week
375,financial,Bill dated 2014-11-08 for Rs 1116 has been generated for your Bsnl fixedline/broadband relationship no. 27651664. The same will reach you by 2014-11-11. Due date: 2014-11-23.
4952,nonfinancial,My battery is low babe
4317,nonfinancial,Lol enjoy role playing much?
785,financial,"Repair ref.no for your car is JC88374631 opened on 2009-12-13 18:34hrs,ETD of your car is 2009-12-14 14:23hrs and est.repair amt is Rs.2712 Rgds, Bimal Auto Agency"
5460,nonfinancial,Heehee that was so funny tho
5504,nonfinancial,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
1101,financial,Bill dated 2015-07-10 for Rs 684 has been generated for your Bsnl fixedline/broadband relationship no. 54212668. The same will reach you by 2015-07-13. Due date: 2015-07-25.
5348,nonfinancial,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
4280,nonfinancial,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
4649,nonfinancial,I will be outside office take all from there
229,financial,"Repair ref.no for your car is JC68248321 opened on 2011-02-09 8:57hrs,ETD of your car is 2011-02-10 21:39hrs and est.repair amt is Rs.1379 Rgds, True Value"
6470,nonfinancial,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
6536,nonfinancial,S but not able to sleep.
5180,nonfinancial,Now am free call me pa.
3513,nonfinancial,say thanks2. 
7400,nonfinancial,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
2376,nonfinancial,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
2538,nonfinancial,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
1688,financial,"Repair ref.no for your car is JC53837181 opened on 2014-01-03 10:17hrs,ETD of your car is 2014-01-04 9:27hrs and est.repair amt is Rs.1413 Rgds, Lakshmi Auto Agency"
2293,nonfinancial,Dear good morning now only i am up
3904,nonfinancial,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
6357,nonfinancial,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
7372,nonfinancial,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
5701,nonfinancial,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
220,financial,Bill dated 2012-05-14 for Rs 900 has been generated for your Docomo fixedline/broadband relationship no. 63858221. The same will reach you by 2012-05-17. Due date: 2012-05-29.
2498,nonfinancial,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
7208,nonfinancial,I'm in office now da:)where are you?
5905,nonfinancial,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
7288,nonfinancial,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
2486,nonfinancial,Siva is in hostel aha:-.
1741,financial,Bill dated 2013-11-29 for Rs 164 has been generated for your Airtel fixedline/broadband relationship no. 27263514. The same will reach you by 2013-12-02. Due date: 2013-12-14.
3774,nonfinancial,"(No promises on when though, haven't even gotten dinner yet)"
7409,nonfinancial,Wat Ì_ doing now?
5536,nonfinancial,You getting back any time soon?
2632,nonfinancial,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
6494,nonfinancial,2mro i am not coming to gym machan. Goodnight.
5164,nonfinancial,Pathaya enketa maraikara pa'
324,financial,"Repair ref.no for your car is JC18623353 opened on 2015-06-10 14:27hrs,ETD of your car is 2015-06-11 22:10hrs and est.repair amt is Rs.1817 Rgds, True Value"
2582,nonfinancial,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
7228,nonfinancial,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
5021,nonfinancial,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
3829,nonfinancial,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
7327,nonfinancial,Pls speak with me. I wont ask anything other then you friendship.
643,financial,"Repair ref.no for your car is JC43644228 opened on 2012-06-25 19:35hrs,ETD of your car is 2012-06-26 0:35hrs and est.repair amt is Rs.2387 Rgds, Maha Veer Auto Agency"
2052,financial,OTP is 673372 for the txn of INR 19974.00 at Snapdeal on your SBI bank CREDIT card ending with 5775. Valid till 6:49:42. Do not share the OTP with anyone for security reasons
1016,financial,Bill dated 2013-04-27 for Rs 435 has been generated for your Bsnl fixedline/broadband relationship no. 22457575. The same will reach you by 2013-04-30. Due date: 2013-05-12.
1772,financial,"Repair ref.no for your car is JC18558841 opened on 2012-07-21 16:25hrs,ETD of your car is 2012-07-22 10:49hrs and est.repair amt is Rs.1051 Rgds, Sarden Auto Agency"
4686,nonfinancial,Ok lor...
1393,financial,"Repair ref.no for your car is JC63517788 opened on 2009-09-16 3:16hrs,ETD of your car is 2009-09-17 17:21hrs and est.repair amt is Rs.2702 Rgds, Lakshmi Auto Agency"
371,financial,Bill dated 2011-06-20 for Rs 930 has been generated for your Aircel fixedline/broadband relationship no. 78882442. The same will reach you by 2011-06-23. Due date: 2011-07-05.
